item_id,title,description,tags,category,location,state,min price (RM),max price (RM),operating hours,operating days,closing days,rating,host_id,host_name,contact,more_info,clean_description,clean_tags,clean_operating_hours,clean_operating_days,clean_closing_days,avg_price_rm,combined_text
EX113,Lambo Sari,"Lambo Sari Resources is a Terengganu-based social enterprise promoting local arts and culture through interactive experiences and tourism packages. It collaborates with local artisans to offer batik crafts, wau coloring sets, and cultural workshops, empowering the community while preserving Terengganu's traditional heritage.","arts, culture, batik, wau, craft, heritage, community, tourism, workshop, Terengganu",Culture & Heritage,"28486, JALAN KETAPANG, Kampung Telaga Daing, 21300 Kuala Terengganu, Terengganu",Terengganu,25,150,10 am - 5pm,Daily,Friday,4.8,HO70,Lambo Sari,019-943 8979,https://lambosari.com.my/,"Lambo Sari Resources is a Terengganu-based social enterprise promoting local arts and culture through interactive experiences and tourism packages. It collaborates with local artisans to offer batik crafts, wau coloring sets, and cultural workshops, empowering the community while preserving Terengganu's traditional heritage.","arts, culture, batik, wau, craft, heritage, community, tourism, workshop, terengganu",10.00 a.m. - 5.00 p.m.,Daily,Friday,87.5,"Lambo Sari arts, culture, batik, wau, craft, heritage, community, tourism, workshop, terengganu Lambo Sari Resources is a Terengganu-based social enterprise promoting local arts and culture through interactive experiences and tourism packages. It collaborates with local artisans to offer batik crafts, wau coloring sets, and cultural workshops, empowering the community while preserving Terengganu's traditional heritage."
EX114,Langkawi Eco Ventures (Mangrove Kayak Tour),Guided kayak tours through Langkawi's mangrove forests to experience local wildlife and ecosystem up close.,"eco tour, mangrove, kayaking, langkawi",Nature & Eco,Langkawi,Kedah,0,278,24 hours,Daily,Friday,5,HO138,Langkawi Eco Ventures,011-2414 6766,https://www.langkawiecoventures.com/,Guided kayak tours through Langkawi's mangrove forests to experience local wildlife and ecosystem up close.,"eco tour, mangrove, kayaking, langkawi",24 hours,Daily,Friday,139,"Langkawi Eco Ventures (Mangrove Kayak Tour) eco tour, mangrove, kayaking, langkawi Guided kayak tours through Langkawi's mangrove forests to experience local wildlife and ecosystem up close."
EX115,Lata Kashmir View,"A scenic natural attraction with clear waterfalls and picnic areas, ideal for eco-tourism lovers.","nature, waterfall, eco, kelantan",Nature & Eco,Jeli,Kelantan,3,10,24 hours,Daily,Not Mentioned,4.4,HO132,Tapak Camping Berkelah Kashmir,Not Mentioned,https://pelancongan.my/lata-kashmir/,"A scenic natural attraction with clear waterfalls and picnic areas, ideal for eco-tourism lovers.","nature, waterfall, eco, kelantan",24 hours,Daily,Not Mentioned,6.5,"Lata Kashmir View nature, waterfall, eco, kelantan A scenic natural attraction with clear waterfalls and picnic areas, ideal for eco-tourism lovers."
EX116,Learn Authentic Malaysian Vegan Cooking,Hands-on vegan cooking class showcasing Malaysian dishes using plant-based ingredients.,"cooking class, vegan, malaysia, food",Food & Culinary,Petaling Jaya,Selangor,0,220,11.00  AM - 1.15  PM,Daily,Not Mentioned,4.9,HO10,Zurana,Not Mentioned,https://www.airbnb.com/experiences/474742?location=Kuala%20Lumpur&currentTab=experience_tab&federatedSearchId=7c833f12-bcd6-45f3-87ed-11235bad24b8&searchId=ace20cbe-65a5-4e60-87ce-8e83a5ce4b09&sectionId=2ab6989f-ae28-4686-be05-c40991c7e8ec,Hands-on vegan cooking class showcasing Malaysian dishes using plant-based ingredients.,"cooking class, vegan, malaysia, food",11.00 a.m. - 1.15 p.m.,Daily,Not Mentioned,110,"Learn Authentic Malaysian Vegan Cooking cooking class, vegan, malaysia, food Hands-on vegan cooking class showcasing Malaysian dishes using plant-based ingredients."
EX117,Learn Cooking Malaysian Local Cuisine,Hands-on cooking classes in Kuala Lumpur teaching authentic Malaysian dishes for all levels.,"cooking class, culinary, local cuisine",Food & Culinary,"Menara Bangsar, 297, Jalan Maarof, Bangsar, 59000 Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur",Kuala Lumpur,350,450,9.30  AM - 1.00  PM,Daily,Sunday,4.9,HO163,LaZat Cooking School,019-238 1198,https://www.lazatcooking.com/,Hands-on cooking classes in Kuala Lumpur teaching authentic Malaysian dishes for all levels.,"cooking class, culinary, local cuisine",9.30 a.m. - 1.00 p.m.,Daily,Sunday,400,"Learn Cooking Malaysian Local Cuisine cooking class, culinary, local cuisine Hands-on cooking classes in Kuala Lumpur teaching authentic Malaysian dishes for all levels."
EX118,Learning Traditional Dance,A collaborative platform promoting Malaysia's cultural dance through classes and performances.,"traditional dance, culture, performance",Festivals & Performances,Kuala Lumpur,Kuala Lumpur,45,127,24 hours,Daily,Not Mentioned,5,HO162,Dansa Fusion,dansafusionkl@gmail.com,https://dansafusionkl.wixsite.com/dansafusionkualalump,A collaborative platform promoting Malaysia's cultural dance through classes and performances.,"traditional dance, culture, performance",24 hours,Daily,Not Mentioned,86,"Learning Traditional Dance traditional dance, culture, performance A collaborative platform promoting Malaysia's cultural dance through classes and performances."
EX119,Live like Local 2D1N Tour,"Spend time with our amazing local hosts and experience village life at a more personal level, with also the opportunity to experience some exciting recreational activities like trekking to the waterfalls.","waterfall, orang utan, eco",Nature & Eco,"Kuching, Sarawak",Sarawak,690,890,Upon Booking,Upon Booking,Upon Booking,0,HO46,Backyard Tour,011-1584 1448,https://mybackyardtour.com/live-like-local/,"Spend time with our amazing local hosts and experience village life at a more personal level, with also the opportunity to experience some exciting recreational activities like trekking to the waterfalls.","waterfall, orang utan, eco",Upon Booking,Upon Booking,Upon Booking,790,"Live like Local 2D1N Tour waterfall, orang utan, eco Spend time with our amazing local hosts and experience village life at a more personal level, with also the opportunity to experience some exciting recreational activities like trekking to the waterfalls."
EX120,LoQSakri Agro Farm - Restaurant & Cafe,"A farm-based café offering local dishes made from fresh farm produce, surrounded by greenery and rural charm.","agro farm, café, local food, kedah",Food & Culinary,Pokok Sena,Kedah,1,20,2.00  PM - 8.00  PM,Daily,Not Mentioned,4.5,HO135,LoQSakri Agro Farm,010-402 4600,https://www.facebook.com/MiangPlaPhau/,"A farm-based café offering local dishes made from fresh farm produce, surrounded by greenery and rural charm.","agro farm, café, local food, kedah",2.00 p.m. - 8.00 p.m.,Daily,Not Mentioned,10.5,"LoQSakri Agro Farm - Restaurant & Cafe agro farm, café, local food, kedah A farm-based café offering local dishes made from fresh farm produce, surrounded by greenery and rural charm."
EX121,Mah Meri Cultural Village,"A living cultural village showcasing Mah Meri art, sculpture, and traditional dances. Offers guided tours, weaving workshops, and community-run craft shops with reviewable visitor feedback.","indigenous, culture, workshops",Culture & Heritage,"Jln Kampong Orang Asli Sungai Bumbun, Kampung Manikavasagam, 42960 Pulau Carey, Selangor",Selangor,70,150,Temporary Closed,Temporary Closed,Temporary Closed,4.3,HO205,Mah Meri Cultural Village,011-6564 2800,https://www.mmcv.org.my/,"A living cultural village showcasing Mah Meri art, sculpture, and traditional dances. Offers guided tours, weaving workshops, and community-run craft shops with reviewable visitor feedback.","indigenous, culture, workshops",Temporary Closed,Temporary closed,Temporary closed,110,"Mah Meri Cultural Village indigenous, culture, workshops A living cultural village showcasing Mah Meri art, sculpture, and traditional dances. Offers guided tours, weaving workshops, and community-run craft shops with reviewable visitor feedback."
EX122,Makanan Tradisional Melaka (CekPah Chickeboom),Stall offering Melaka's traditional dishes and local snacks.,"food, traditional, melaka",Food & Culinary,Plaza Mahkota,Melaka,3.9,20,8.30  AM - 10.00  PM,Daily,Not Mentioned,4.8,HO30,CekPah Chickeboom, 06-288 8380,https://www.facebook.com/Malacca.Traditional.Food/,Stall offering Melaka's traditional dishes and local snacks.,"food, traditional, melaka",8.30 a.m. - 10.00 p.m.,Daily,Not Mentioned,11.95,"Makanan Tradisional Melaka (CekPah Chickeboom) food, traditional, melaka Stall offering Melaka's traditional dishes and local snacks."
EX123,Maklang Cafe by Ilham Ceramic Studio,"Maklang Cafe by Ilham Ceramic offers cultural cuisine like nasi lemak, kuih, and seven different types of laksa where visitors can taste Langkawi delicacies. It reflects the local taste, making it an authentic food journey of Malaysian culture.","food, culture, culinary",Food & Culinary,"Ilham Ceramic Studio, Kampung Bendang Baru, 07000 Kuah, Langkawi, Kedah",Kedah,0.5,15,8 am - 6 pm,Daily,Friday,4.8,HO1,Radzi Ismail,013-599 4022,https://naturallylangkawi.my/portfolio/ilham-seramik-studio/,"Maklang Cafe by Ilham Ceramic offers cultural cuisine like nasi lemak, kuih, and seven different types of laksa where visitors can taste Langkawi delicacies. It reflects the local taste, making it an authentic food journey of Malaysian culture.","food, culture, culinary",8.00 a.m. - 6.00 p.m.,Daily,Friday,7.75,"Maklang Cafe by Ilham Ceramic Studio food, culture, culinary Maklang Cafe by Ilham Ceramic offers cultural cuisine like nasi lemak, kuih, and seven different types of laksa where visitors can taste Langkawi delicacies. It reflects the local taste, making it an authentic food journey of Malaysian culture."
EX124,Malaysia Batik Canting Workshop,Hands-on workshop to experience Malaysian batik painting using traditional canting tools.,"batik, workshop, art, heritage",Arts & Crafts,"Teja, Kuala Lumpur",Kuala Lumpur,100,150,10.30  AM - 12.00  PM,Upon Booking,Upon Booking,4.9,HO197,Hafiz,Not Mentioned,https://www.airbnb.com/experiences/1341680?adults=1&children=0&infants=0,Hands-on workshop to experience Malaysian batik painting using traditional canting tools.,"batik, workshop, art, heritage",10.30 a.m. - 12.00 p.m.,Upon Booking,Upon Booking,125,"Malaysia Batik Canting Workshop batik, workshop, art, heritage Hands-on workshop to experience Malaysian batik painting using traditional canting tools."
EX125,Malaysia Games Festival @ Putrajaya 2025 (FPM@Putrajaya 2025),"Annual festival celebrating Malaysian games, featuring exhibitions, competitions, and cultural showcases in Putrajaya.","festival, games, culture, putrajaya",Festivals & Performances,Putrajaya,Putrajaya,0,0,10:00  AM - 10:00  PM,Annually,Not Mentioned,4.9,HO68,Malaysia Games Fest,03-8888 8888,https://www.facebook.com/MalaysiaGamesFestival,"Annual festival celebrating Malaysian games, featuring exhibitions, competitions, and cultural showcases in Putrajaya.","festival, games, culture, putrajaya",10.00 a.m. - 10.00 p.m.,Annually,Not Mentioned,0,"Malaysia Games Festival @ Putrajaya 2025 (FPM@Putrajaya 2025) festival, games, culture, putrajaya Annual festival celebrating Malaysian games, featuring exhibitions, competitions, and cultural showcases in Putrajaya."
EX126,Malaysia Heritage Studios,A cultural attraction showcasing traditional Malaysian houses and legendary characters through immersive exhibits.,"heritage, culture, museum",Culture & Heritage,"Bemban, Malacca",Melaka,30,80,10.00  AM - 6.00  PM,Daily,Not Mentioned,4.1,HO157,Malaysia Heritage Studios,06-253 2288,https://www.malaysiaheritagestudios.com/,A cultural attraction showcasing traditional Malaysian houses and legendary characters through immersive exhibits.,"heritage, culture, museum",10.00 a.m. - 6.00 p.m.,Daily,Not Mentioned,55,"Malaysia Heritage Studios heritage, culture, museum A cultural attraction showcasing traditional Malaysian houses and legendary characters through immersive exhibits."
EX127,Malaysian Batik Experience - Handkerchief,Short batik workshop where visitors color and design their own batik handkerchiefs.,"batik, workshop, art, souvenir",Arts & Crafts,Kuala Lumpur,Kuala Lumpur,0,73.53,10.00  AM - 2.00  PM,Daily,Not Mentioned,5,HO17,Batik Workshop KL,Not Mentioned,https://www.tripadvisor.com.my/AttractionProductReview-g298570-d14011284-Malaysian_Batik_Experience_Handkerchief-Kuala_Lumpur_Wilayah_Persekutuan.html,Short batik workshop where visitors color and design their own batik handkerchiefs.,"batik, workshop, art, souvenir",10.00 a.m. - 2.00 p.m.,Daily,Not Mentioned,36.765,"Malaysian Batik Experience - Handkerchief batik, workshop, art, souvenir Short batik workshop where visitors color and design their own batik handkerchiefs."
EX128,Mamamidah - Authentic Dodol Manufacturer,Producer of traditional Melaka dodol made with coconut milk and palm sugar.,"dodol, Melaka, traditional food",Food & Culinary," 3537 KM 15 Jalan Melaka Muar, Umbai, 77300, Malacca",Melaka,5,10,9.00 AM -9.00  PM,Daily,Not Mentioned,4,HO202,Hamidahku Industry Sdn Bhd,013-931 5652,https://www.mamamidah.com/products/,Producer of traditional Melaka dodol made with coconut milk and palm sugar.,"dodol, melaka, traditional food",9.00 a.m. - 9.00 p.m.,Daily,Not Mentioned,7.5,"Mamamidah - Authentic Dodol Manufacturer dodol, melaka, traditional food Producer of traditional Melaka dodol made with coconut milk and palm sugar."
EX129,Marang ATV Eco Tour,"Adventure-ATV tour through Marang's countryside and beaches, ideal for thrill seekers and nature lovers. BizMalay+1","adventure, atv, ecotourism, marang, terengganu",Nature & Eco,Marang,Terengganu,120,350,9:00  AM - 6:30  PM ,Daily,Not Mentioned,4.7,HO103,Marang ATV Eco Tour,019-999 0344,https://marang-atv-eco-tour.business.site BizMalay,"Adventure-ATV tour through Marang's countryside and beaches, ideal for thrill seekers and nature lovers. BizMalay+1","adventure, atv, ecotourism, marang, terengganu",9.00 a.m. - 6.30 p.m.,Daily,Not Mentioned,235,"Marang ATV Eco Tour adventure, atv, ecotourism, marang, terengganu Adventure-ATV tour through Marang's countryside and beaches, ideal for thrill seekers and nature lovers. BizMalay+1"
EX130,Maria Kek Lapis Sarawak,"Home-based business specializing in Sarawak layered cakes, offering both modern and traditional patterns. (facebook.com/mariakeklapis)","kek lapis, homemade, sarawak, cake",Food & Culinary,Kuching,Sarawak,20,100,9:00  AM - 6:00  PM,Mon - Sat,Sunday,4.7,HO3,Maria Kek Lapis,014-897 2145,https://www.facebook.com/mariakeklapis,"Home-based business specializing in Sarawak layered cakes, offering both modern and traditional patterns. (facebook.com/mariakeklapis)","kek lapis, homemade, sarawak, cake",9.00 a.m. - 6.00 p.m.,Monday - Saturday,Sunday,60,"Maria Kek Lapis Sarawak kek lapis, homemade, sarawak, cake Home-based business specializing in Sarawak layered cakes, offering both modern and traditional patterns. (facebook.com/mariakeklapis)"
EX131,Mariwansa Kraftangan Sdn Bhd,Malaysian handicraft center promoting local artisan products including wood and fabric crafts.,"craft, malaysia, artisan, handmade",Arts & Crafts,Ipoh,Perak,15,120,9:00  AM - 6:00  PM,Monday - Saturday,Sunday,4.7,HO38,Mariwansa Kraftangan,012-887 6645,https://www.facebook.com/MariwansaKraftangan,Malaysian handicraft center promoting local artisan products including wood and fabric crafts.,"craft, malaysia, artisan, handmade",9.00 a.m. - 6.00 p.m.,Monday - Saturday,Sunday,67.5,"Mariwansa Kraftangan Sdn Bhd craft, malaysia, artisan, handmade Malaysian handicraft center promoting local artisan products including wood and fabric crafts."
EX132,Masala Medley Cooking Class,A guided class introducing participants to Malaysian Indian cuisine and traditional spice blending.,"cooking class, indian cuisine, spice, cultural",Food & Culinary,Kuala Lumpur,Kuala Lumpur,160,260,9.00  AM - 6.00  PM,Daily,Not Mentioned,5,HO13,Masala Medley,018-870 2281,https://www.cookly.me/by/masala-medley-cooking-class/,A guided class introducing participants to Malaysian Indian cuisine and traditional spice blending.,"cooking class, indian cuisine, spice, cultural",9.00 a.m. - 6.00 p.m.,Daily,Not Mentioned,210,"Masala Medley Cooking Class cooking class, indian cuisine, spice, cultural A guided class introducing participants to Malaysian Indian cuisine and traditional spice blending."
EX133,Maskamal Batik & Trading,"Local batik producer offering hand-drawn and stamped batik textiles, reflecting Kelantan's vibrant batik heritage.","batik, textile, craft, kelantan",Arts & Crafts,Kota Bharu,Kelantan,25,250,9.00  AM - 6.00  PM,Daily,Not Mentioned,5,HO127,Puan Mas Kamal,013-792 4405,Offers batik-making workshops and retail batik products.,"Local batik producer offering hand-drawn and stamped batik textiles, reflecting Kelantan's vibrant batik heritage.","batik, textile, craft, kelantan",9.00 a.m. - 6.00 p.m.,Daily,Not Mentioned,137.5,"Maskamal Batik & Trading batik, textile, craft, kelantan Local batik producer offering hand-drawn and stamped batik textiles, reflecting Kelantan's vibrant batik heritage."
EX134,Mee Siput Kak Chik,"Supplier of traditional mee siput in raw and fried form, also providing customized door gift packages.","traditional food, mee siput, snack",Food & Culinary,"KB 6B, lorong 1 kanan, Kampung Sawah Ring, 84700 Gerisek, Johor Darul Ta'zim",Johor,2,10.5,24 hours,Daily,Not Mentioned,4.4,HO188,Md Shahir Meskon,019-627 6570,https://www.facebook.com/meesiputkakchik/?locale=ms_MY,"Supplier of traditional mee siput in raw and fried form, also providing customized door gift packages.","traditional food, mee siput, snack",24 hours,Daily,Not Mentioned,6.25,"Mee Siput Kak Chik traditional food, mee siput, snack Supplier of traditional mee siput in raw and fried form, also providing customized door gift packages."
EX135,MIe Wau Sering,A local craftsman producing traditional Kelantanese wau (kites) in various intricate designs and colors.,"wau, craft, culture, kelantan",Arts & Crafts,Tumpat,Kelantan,15,200,9.00  AM - 6.00  PM,Daily,Not Mentioned,4.8,HO126,Encik Mie,017-456 3289,"Located near Kampung Sering, open for demonstrations and custom kite orders.",A local craftsman producing traditional Kelantanese wau (kites) in various intricate designs and colors.,"wau, craft, culture, kelantan",9.00 a.m. - 6.00 p.m.,Daily,Not Mentioned,107.5,"MIe Wau Sering wau, craft, culture, kelantan A local craftsman producing traditional Kelantanese wau (kites) in various intricate designs and colors."
EX136,Mira Cake House (Kek Basah Sarawak),"Family business famous for Sarawak layered moist cake, known as Kek Lapis Basah.","kek lapis, sarawak, dessert, bakery",Food & Culinary," 9, Jalan Enggang, Taman Keramat, 54200 Kuala Lumpur, Selangor",Kuala Lumpur,12,150,7.30  AM - 11.00  PM,Daily,Not Mentioned,4.4,HO195,MIra Cake House,012-854 1004,https://miracakehouse.com/,"Family business famous for Sarawak layered moist cake, known as Kek Lapis Basah.","kek lapis, sarawak, dessert, bakery",7.30 a.m. - 11.00 p.m.,Daily,Not Mentioned,81,"Mira Cake House (Kek Basah Sarawak) kek lapis, sarawak, dessert, bakery Family business famous for Sarawak layered moist cake, known as Kek Lapis Basah."
EX137,Miso Walai Homestay & Village Tours,"Community homestay offering riverine activities, traditional food, and guided nature walks highlighting Sabah's indigenous culture and local agriculture.","homestay, indigenous, eco",Nature & Eco,"Kimanis/Malikul, Sabah",Sabah,50,180,Temporary Closed,Temporary Closed,Temporary Closed,4.5,HO34,Kopel Kinabatangan,0 88-222 333,https://www.kopelkinabatangan.com/experiences/miso-walai-village-homestay,"Community homestay offering riverine activities, traditional food, and guided nature walks highlighting Sabah's indigenous culture and local agriculture.","homestay, indigenous, eco",Temporary Closed,Temporary closed,Temporary closed,115,"Miso Walai Homestay & Village Tours homestay, indigenous, eco Community homestay offering riverine activities, traditional food, and guided nature walks highlighting Sabah's indigenous culture and local agriculture."
EX138,Monsopiad Heritage Village,"A heritage village celebrating the legend of Monsopiad, with guided tours, cultural shows, and historical artifacts of the Kadazan people.",kadazanculture heritage village,Culture & Heritage,Penampang,Sabah,50,149,9.00 AM - 4.30 PM,Daily,Not Mentioned,4.8,HO219,Monsopiad Management, 011-1419 6488,https://www.facebook.com/Monsopiad/,"A heritage village celebrating the legend of Monsopiad, with guided tours, cultural shows, and historical artifacts of the Kadazan people.",kadazanculture heritage village,9.00 a.m. - 4.30 p.m.,Daily,Not Mentioned,99.5,"Monsopiad Heritage Village kadazanculture heritage village A heritage village celebrating the legend of Monsopiad, with guided tours, cultural shows, and historical artifacts of the Kadazan people."
EX139,Murug Turug Eco Tourism,"Community-run nature site known for its waterfall trekking, suspension bridge, and river camping adventures.","eco, adventure, sabah, nature",Nature & Eco,Kiulu,Sabah,10,80,8:00  AM - 5:00  PM,Daily,Not Mentioned,4.8,HO78,Murug Turug Eco,012-866 7289,https://www.facebook.com/murugturugecotourism,"Community-run nature site known for its waterfall trekking, suspension bridge, and river camping adventures.","eco, adventure, sabah, nature",8.00 a.m. - 5.00 p.m.,Daily,Not Mentioned,45,"Murug Turug Eco Tourism eco, adventure, sabah, nature Community-run nature site known for its waterfall trekking, suspension bridge, and river camping adventures."
EX140,myBatik (by appointment),Personalized batik-making experience offering private workshops and sessions by appointment only.,"batik, workshop, art, selangor",Arts & Crafts,Ampang Jaya,Selangor,60,250,By appointment only,Daily,Not Mentioned,4.8,HO96,myBatik Studio,012-257 9775,https://mybatik.org.my/,Personalized batik-making experience offering private workshops and sessions by appointment only.,"batik, workshop, art, selangor",By appointment only,Daily,Not Mentioned,155,"myBatik (by appointment) batik, workshop, art, selangor Personalized batik-making experience offering private workshops and sessions by appointment only."
EX141,MyBatik Art Gallery,"A creative batik studio and café in Kuala Lumpur offering workshops, handmade batik products, and art-inspired food in a relaxing garden setting. Visitors can learn batik painting or shop for unique textile souvenirs.","batik, workshop, artgallery",Arts & Crafts," 51, Embun Kemensah, Jln Tiara Kemensah 3, 68000 Ampang Jaya, Selangor",Selangor,147.2,960,8.00  AM. - 3.00  PM,Daily,Not Mentioned,4.8,HO151,Emilia Tan,012-257 9775,https://mybatik.org.my/,"A creative batik studio and café in Kuala Lumpur offering workshops, handmade batik products, and art-inspired food in a relaxing garden setting. Visitors can learn batik painting or shop for unique textile souvenirs.","batik, workshop, artgallery",8.00 a.m. - 3.00 p.m.,Daily,Not Mentioned,553.6,"MyBatik Art Gallery batik, workshop, artgallery A creative batik studio and café in Kuala Lumpur offering workshops, handmade batik products, and art-inspired food in a relaxing garden setting. Visitors can learn batik painting or shop for unique textile souvenirs."
EX142,MyPintu Plate,Contemporary Penang eatery serving fusion of local flavors with modern presentation.,"food, local cuisine, fusion, penang",Food & Culinary,George Town,Penang,12,45,11:00 AM-10:00 PM,Daily,Not Mentioned,4.4,HO117,MyPintu Plate,019-344 5678,Trendy café in George Town.,Contemporary Penang eatery serving fusion of local flavors with modern presentation.,"food, local cuisine, fusion, penang",11.00 a.m. - 10.00 p.m.,Daily,Not Mentioned,28.5,"MyPintu Plate food, local cuisine, fusion, penang Contemporary Penang eatery serving fusion of local flavors with modern presentation."
EX143,Naimah Harumanis Perlis Asli,Family-owned Harumanis mango seller promoting authentic Perlis-grown produce.,"food, harumanis, perlis, local",Food & Culinary,Arau,Perlis,15,60,8:00  AM - 6:00  PM,Daily,Not Mentioned,4.7,HO50,Naimah Harumanis,013-889 1123,https://www.facebook.com/NaimahHarumanis,Family-owned Harumanis mango seller promoting authentic Perlis-grown produce.,"food, harumanis, perlis, local",8.00 a.m. - 6.00 p.m.,Daily,Not Mentioned,37.5,"Naimah Harumanis Perlis Asli food, harumanis, perlis, local Family-owned Harumanis mango seller promoting authentic Perlis-grown produce."
EX144,Nasi Dagang Atas Tol,"Well-known eatery serving the iconic Terengganu nasi dagang with fragrant rice and fish curry, loved by locals and tourists.","nasi dagang, local cuisine, food, terengganu",Food & Culinary,Kuala Terengganu,Terengganu,10,20,6:30  AM - 12:00  PM,Daily,Not Mentioned,4.4,HO109,Nasi Dagang Atas Tol, 013-984 7846,https://www.facebook.com/nasidagangatasto/?locale=ms_MY,"Well-known eatery serving the iconic Terengganu nasi dagang with fragrant rice and fish curry, loved by locals and tourists.","nasi dagang, local cuisine, food, terengganu",6.30 a.m. - 12.00 p.m.,Daily,Not Mentioned,15,"Nasi Dagang Atas Tol nasi dagang, local cuisine, food, terengganu Well-known eatery serving the iconic Terengganu nasi dagang with fragrant rice and fish curry, loved by locals and tourists."
EX145,Natural Batik Village,"Natural Batik Village in Balok, Pahang, showcases Malaysia's traditional batik art through live demonstrations and hands-on workshops. Visitors can create their own batik, explore local crafts, and shop handmade textiles, supporting local artisans and promoting cultural heritage along the East Coast.","batik, arts, craft, heritage, workshop, textile, culture, Pahang",Arts & Crafts,"Lot 4898, Batu 9 1/2, Jalan Kemaman, Kg. Chengal Lempong Balok, 26100 Kuantan, Pahang",Pahang,15,80,10  AM - 7  PM,Daily,Not Mentioned,3.9,HO102,Natural Batik Village,012-795 3382,https://www.facebook.com/naturalbatikvillage/,"Natural Batik Village in Balok, Pahang, showcases Malaysia's traditional batik art through live demonstrations and hands-on workshops. Visitors can create their own batik, explore local crafts, and shop handmade textiles, supporting local artisans and promoting cultural heritage along the East Coast.","batik, arts, craft, heritage, workshop, textile, culture, pahang",10.00 a.m. - 7.00 p.m.,Daily,Not Mentioned,47.5,"Natural Batik Village batik, arts, craft, heritage, workshop, textile, culture, pahang Natural Batik Village in Balok, Pahang, showcases Malaysia's traditional batik art through live demonstrations and hands-on workshops. Visitors can create their own batik, explore local crafts, and shop handmade textiles, supporting local artisans and promoting cultural heritage along the East Coast."
EX146,Nazlina Spice Station,"Cultural cooking school offering lessons in Malay, Indian & Nyonya cuisine in George Town.","cooking, heritage food, workshop, penang",Food & Culinary,George Town,Penang,50,150,9:00 AM-3:00 PM,Daily,Not Mentioned,4.6,HO116,Nazlina Spice Station,016-777 9988,Chef Nazlina runs classes in her heritage home.,"Cultural cooking school offering lessons in Malay, Indian & Nyonya cuisine in George Town.","cooking, heritage food, workshop, penang",9.00 a.m. - 3.00 p.m.,Daily,Not Mentioned,100,"Nazlina Spice Station cooking, heritage food, workshop, penang Cultural cooking school offering lessons in Malay, Indian & Nyonya cuisine in George Town."
EX147,NBA Ledang Foodstuff,"Snack manufacturer producing kerepek, bottled drinks, and custom baked goods like bahulu and muffins.","foodstuff, snack, bakery",Food & Culinary,"BATU 8. JALAN BUKIT KANGKAR SUNGAI MATI, 84400 Tangkak, Johor",Johor,10,75,9.00  AM - 6.00 pm ,Daily,Not Mentioned,4,HO165,Mr Nordin Asha'ari & assisted by Mrs Zaini Hassan,012-906 0952,https://www.facebook.com/nbaledangfoodstuff.kerepek/about,"Snack manufacturer producing kerepek, bottled drinks, and custom baked goods like bahulu and muffins.","foodstuff, snack, bakery",9.00 a.m. - 6.00 p.m.,Daily,Not Mentioned,42.5,"NBA Ledang Foodstuff foodstuff, snack, bakery Snack manufacturer producing kerepek, bottled drinks, and custom baked goods like bahulu and muffins."
EX148,Nohutu Ecotourism,"Riverside eco-tourism site offering bamboo houses, local cuisine, and guided cultural experiences in Kg. Nohutu, Kiulu.","ecotourism, nature, sabah, village",Nature & Eco,Kiulu,Sabah,25,120,9:00  AM - 6:00  PM,Daily,Not Mentioned,4.9,HO77,Nohutu Eco Team,014-655 9342,https://www.facebook.com/NohutuEcoTourism,"Riverside eco-tourism site offering bamboo houses, local cuisine, and guided cultural experiences in Kg. Nohutu, Kiulu.","ecotourism, nature, sabah, village",9.00 a.m. - 6.00 p.m.,Daily,Not Mentioned,72.5,"Nohutu Ecotourism ecotourism, nature, sabah, village Riverside eco-tourism site offering bamboo houses, local cuisine, and guided cultural experiences in Kg. Nohutu, Kiulu."
EX149,Nomad Adventure Sdn Bhd,"Offers outdoor adventure activities such as white-water rafting, caving, and team-building in Gopeng, Perak.","adventure, eco, outdoor, perak",Nature & Eco,Gopeng,Perak,80,250,9:00  AM - 6:00  PM,Daily,Not Mentioned,5,HO44,Nomad Adventure,013-277 0500,https://nomadadventure.com,"Offers outdoor adventure activities such as white-water rafting, caving, and team-building in Gopeng, Perak.","adventure, eco, outdoor, perak",9.00 a.m. - 6.00 p.m.,Daily,Not Mentioned,165,"Nomad Adventure Sdn Bhd adventure, eco, outdoor, perak Offers outdoor adventure activities such as white-water rafting, caving, and team-building in Gopeng, Perak."
EX150,Nordin Batik Sdn. Bhd,"Established in the 1970s, this family-run batik business is one of Malaysia's pioneers. Known for high-quality craftsmanship and innovative designs, it remains a key name in the local batik industry.","batik,heritagebrand, textilecraft",Arts & Crafts,"Lot 147, Kampung Pintu Geng, 15100, Kota Bahru, Kelantan",Kelantan,50,400,10.00  AM - 5.00  PM,Daily,Not Mentioned,4,HO154,Haji Nordin Bin Mahmod,09-747 3397,https://www.facebook.com/nordinbatikandcraftkelantan/?locale=ms_MY,"Established in the 1970s, this family-run batik business is one of Malaysia's pioneers. Known for high-quality craftsmanship and innovative designs, it remains a key name in the local batik industry.","batik, heritagebrand, textilecraft",10.00 a.m. - 5.00 p.m.,Daily,Not Mentioned,225,"Nordin Batik Sdn. Bhd batik, heritagebrand, textilecraft Established in the 1970s, this family-run batik business is one of Malaysia's pioneers. Known for high-quality craftsmanship and innovative designs, it remains a key name in the local batik industry."
